date,broker,type,stock,industry,rating,target_price,note
2026-07-24,野村,外資,穎崴(6515),半導體-測試介面,看多,8315,2026營收估144.58億 EPS 86.73元；與7/16高盛13000落差大；已做個股摘要；來源cmoney nid1240505
2026-07-24,野村,外資,旺矽(6223),半導體-測試介面(探針卡),看多,8000,2026營收估214.67億 EPS 59.67元；隱含倍數偏高待確認；已做個股摘要；來源cmoney nid1240504
2026-07-24,野村,外資,致茂(2360),量測/半導體測試設備,看多,2845,2026營收估535.14億 EPS 43.44元；已做個股摘要；來源cmoney nid1240262
2026-07-24,玉山證券,內資,志聖(2467),半導體/PCB製程設備,看多,673,2026營收估108.37億 EPS 15.18元；已做個股摘要；來源cmoney nid1240509
2026-07-24,中國信託綜合證券,內資,勤誠(8210),伺服器機殼,看多,1685,2026營收估349.38億 EPS 50.49元；低於7/7 Factset中位數1790；已做個股摘要；來源cmoney nid1240508
2026-07-24,中國信託綜合證券,內資,長廣(7795),產業待確認,看多,500,2026營收估37.79億 EPS 6.19元；已做個股摘要；來源cmoney nid1240507
2026-07-24,券商2家(未具名),待確認,竑騰(7751),半導體設備(待確認),看多,1595~1625,2026營收估30.68-34.99億 EPS 34.68-39.89元；已做個股摘要；來源cmoney nid1240506
2026-07-24,宏遠證券,內資,世界健身-KY(2762),消費-健身連鎖,看多,107,2026營收估120億 EPS 8.2元；已做個股摘要；來源cmoney nid1240503
2026-07-24,國泰(證券/投顧),內資,英業達(2356),EMS/伺服器組裝,中立,65,2026營收估8848.78億 EPS 3.03元；本日唯一非看多；已做個股摘要；來源cmoney nid1240261
2026-07-25,金控龍頭旗下投顧(未具名),內資,台塑(1301),塑化,買進(初評),78,Q2 EPS1.67元虧轉盈 2026/27EPS 3.4/3.54元 1.3×2026PBR 電子級化學品轉型；已做個股摘要；來源wantrich 20260725900006
2026-07-25,官股金控旗下投顧(未具名),內資,華邦電(2344),半導體-記憶體,強力買進,285,同7/22 ftnn 563384之285元報告 補充前值200(+42.5%)與官股身分 2027年EPS估90.31元；不另建摘要；來源wantrich 20260725900004
2026-07-24,本土法人(未具名),內資,中鋼(2002),鋼鐵,買進(維持),23,Q2利差改善轉虧為盈優預期 2026/27EPS估0.21/0.49元高於共識 Q4旺季利差擴大 文內另有全年EPS0.14元說法待確認；補收錄；已做個股摘要；來源setn 1877402
2026-07-24,法人(未具名),內資,亞德客-KY(1590),機械-氣動元件,未揭露(看好),無,Q2營收121.64億連3季創高 法人估H1 EPS近30元全年挑戰50元以上 7/28法說；無具體評等目標價不另建摘要；補收錄；來源setn 1877196
2026-07-23,Factset彙整,外資,台化(1326),塑化,樂觀5中立2,70,前值67.45上修3.78% 最高86最低50；補收錄；來源cnyes 6543649
2026-07-23,Factset彙整,外資,景碩(3189),半導體-載板,,940,2026EPS預估下修至10.57元；補收錄；來源cnyes 6543847
2026-07-23,Factset彙整,外資,國巨*(2327),被動元件-MLCC,,1262.5,2026EPS預估上修至19.85元；補收錄；來源cnyes 6543354
2026-07-24,花旗,外資,國巨*(2327),被動元件-MLCC,買進(維持),1500,維持；Q2營收445億季增16%年增36%優預期 7/1起電容全面調漲ASP 15-25%(占營收一半) 2027年PE22倍低於同業32倍 7/29法說；7/24 19:45發布屬前日盤後場次後 補收錄；已做個股摘要；來源ftnn 563989
2026-07-25,本土法人(未具名),內資,力積電(6770),半導體-記憶體晶圓代工,買進(中立升評),80,前值65(+23%)；Q2毛利率28%創3年半新高單季EPS0.76元 7月投片價再漲45% Q3/Q4季季高 今明年EPS 6.26/6.39元；已做個股摘要；來源ftnn 564258
2026-07-26,民營金控旗下投顧(未具名),內資,巨大(9921),傳產-自行車,增持(維持),108,前值88(+22.7%)；報告7/22出具；終結4年營運衰退 2026-28EPS 3.33/5.99/7.25元 評價2027EPS×18倍PE Q2 EPS估1.41元年增192% 8/7財報；已做個股摘要；來源wantrich 20260726900001
2026-07-26,統一投顧(總經理廖婉婷),內資,AI硬體供應鏈(台積電2330/HBM/GPU),半導體-AI硬體,無(產業觀點),無,Kimi K3修正屬價格跑太快後拉回 傑文斯悖論成本降反增Token用量 AI硬體需求主線未變 修正為長線布局機會 花旗同視為記憶體需求催化劑；無評等目標價不建個股摘要；來源wantrich 20260726900002
2026-07-27,龍頭券商旗下投顧(未具名),內資,漢翔(2634),國防航太/無人機,買進(首度升評),80,報告7/23出具；無人機三大標案估貢獻133億元營收 V-BAT海巡署12架次12億元 反制系統3年估6/30/90億元；2026/27EPS 2.3/3.3元(年增196%/42%) 2027EPS×24倍PE；已做個股摘要；來源wantrich 20260727900001
2026-07-27,本土投顧(未具名),內資,樺漢(6414),工業電腦/系統整合,買進(維持),463,前次收錄345(7/22大型投顧)機構是否同源待確認；6月營收176.6億月增13.4%年增57% Q2達成率110%創高；Kontron整合 軌道交通全球市占逾5成；已做個股摘要；來源ftnn 564467
2026-07-27,本土投顧(未具名),內資,神基(3005),工業電腦/強固型電腦,買進(維持),125,前次收錄130(7/22)小幅下修 待確認；6月營收42.54億創高；國防軍工+無人機 未來12個月無人機估占強固型電腦營收5-10%；已做個股摘要；來源ftnn 564467
2026-07-26,本土法人(未具名),內資,華通(2313),PCB-HDI/低軌衛星,買進,315,SpaceX申請第三代VLEO衛星10萬顆 今明年估增4000/6000顆 Amazon LEO增400/630顆；2027年EPS 13.1元；7/24收201.5元外資賣超5677張；已做個股摘要；來源ftnn 564274
2026-07-26,Factset彙整(10位分析師),外資,穎崴(6515),半導體-測試介面,共識(未列評等),12600,2026EPS中位數下修至97.85元(前值99.75 最高107.56最低88.32)；6月營收14.6億年增287.9% 6月EPS 8.61元；MEMS探針卡初期成本高Q2毛利率恐季減；與7/24野村8315、7/16高盛13000落差大；已做個股摘要；來源ftnn 564409
2026-07-26,歐系外資(未具名),外資,南茂(8150),半導體-封測,看好(調升目標價),待確認,新聞未揭露具體目標價；2026-28EPS 4.2/6.2/7.4元；DDR4/DDR5增量+Flash+封測外包 DriverIC急單漲價；SiPh與光學凸塊2027起貢獻；已做個股摘要；來源ftnn 564445
2026-07-26,國泰證期,內資,長興(1717),化工-先進封裝材料,看好(未明列評等),75,7/23另一法人初評86元 機構不同；6月稅前盈餘2.84億年增97.37% H1 17.91億年增71.76%創近4年同期新高 每股稅前1.53元；6月毛利率自高檔回歸正常；已做個股摘要；來源ftnn 564427
2026-07-27,野村,外資,致茂(2360),量測/半導體測試設備,買進(重啟研究),2845,補充7/24已收錄之2845元；2026-28EPS 43.42/65.3/83.9元 獲利CAGR39% 營收CAGR32%；現價約2027年32倍PE低於同業37倍；ALETHEIA最高4000元；不另建摘要；來源ftnn 564468
2026-07-27,大摩/花旗,外資,國巨*(2327),被動元件-MLCC,優於大盤/買進(維持),1465,補充7/23已收錄之1465元；下調未來3年EPS 2-3% 情境樂觀2075/悲觀685；花旗維持買進1500元；7/29法說為關鍵；不另建摘要；來源wantrich 20260727900002
2026-07-26,法人(未具名),內資,帆宣(6196),半導體-廠務工程/設備代工,買進(沿用),650,補充7/20已收錄之650元；今年EPS上看25.6元 在手訂單逾1000億元 台積AZ P2下半年落成估占全年營收約50%；不另建摘要；來源ftnn 564403
2026-07-26,法人(未具名),內資,威剛(3260),記憶體模組,看好(無評等),無,無目標價不建摘要；H1營收642.72億年增183% Q2 381.72億季增46.26%連3季創高；Q3備貨規模拉高至逾500億元；HBM4/高階DRAM排擠DDR4供給；來源ftnn 564400
2026-07-27,公司/業界,待確認,臻鼎-KY(4958),半導體-載板/PCB,無(公司動態),無,補充7/24已收錄之695元；2030年全球廠房擴至57棟 FCBGA至2030仍估2-3成供給缺口 部分AI/記憶體客戶預付款訂單排至2029年；不另建摘要；來源ftnn 564466
2026-07-27,日系外資(未具名),外資,穩懋(3105),半導體-化合物半導體/砷化鎵,買進(由持有調升),449,前值505(-11%)；法說會後升評但降目標價；看好三大成長動能+產品組合優化獲利；已做個股摘要；來源chinatimes 20260727001701
2026-07-27,美系外資A(未具名),外資,穩懋(3105),半導體-化合物半導體/砷化鎵,賣出(維持),142,法說會後維持最保守評等 前值未揭露待確認；與日系外資449元落差逾3倍；併入穩懋個股摘要；來源chinatimes 20260727001701
2026-07-27,美系外資B(未具名),外資,穩懋(3105),半導體-化合物半導體/砷化鎵,減碼(維持),300,法說會後維持偏空 前值未揭露待確認；H1 EPS 3.56元 Q2 EPS 2.3元季增83% Q3財測營收季增11-13%毛利率31-33%；併入穩懋個股摘要；來源chinatimes 20260727001701
2026-07-27,大摩,外資,記憶體族群(南亞科2408/華邦電2344/威剛3260/十銓4967),半導體-記憶體,看多(產業觀點),無,分析師Joseph Moore 7月底報告；資料中心記憶體嚴重供不應求 Q3 DRAM價格估續漲逾25%；記憶體為AI伺服器與邊緣AI最核心供應瓶頸 HBM缺貨下多頭估延續2-3年 恐慌拋售為極佳進場點；當日族群漲3.75%南亞科漲逾8%；無目標價不建個股摘要；來源wantrich 20260727900319
2026-07-27,大摩,外資,群創(3481),面板-玻璃基板/先進封裝,保守(未揭露評等),無,報告7/26出具；藍思科技與Intel合作TGV玻璃核心基板 試產線年底就緒2027下半年有望量產；群創與台積電及Ibiden合作但量產估2028下半年或2029年 落後藍思約1年；技術精度與良率為兩大障礙；無評等目標價不建個股摘要；來源wantrich 20260727900122
2026-07-27,大摩,外資,友達(2409),面板-玻璃基板/先進封裝,最保守(未揭露評等),無,報告7/26出具；玻璃聚焦低軌衛星天線模組與MicroLED光學模組 尚無明確量產時間表 大摩態度最保守；京東方計畫2027建產能2028量產且企圖完成玻璃核心ABF載板全製程；無評等目標價不建個股摘要；來源wantrich 20260727900122
2026-07-27,美系外資B(未具名),外資,萬潤(6187),半導體-設備(先進封裝/CPO),買進(維持),1550,補充7/09已收錄之1550元(前值1650 疑為Goldman Sachs 待確認)；股價自4月高點1490回檔逾29%已大致反應CPO遞延疑慮 CPO設備產出率領先同業 ASP至少可調漲20%；2026-28獲利預期分別調升7%/調降6%/調降12%；自選股 已做個股摘要(彙整2家)；來源chinatimes 20260727001923
2026-07-27,美系外資A(未具名),外資,萬潤(6187),半導體-設備(先進封裝/CPO),買進(初評),1500,補充7/15已收錄之1500元(疑為美銀 待確認)；先進封裝擴產+次世代需求+CPO第二成長曲線 半導體設備業務2026-28 CAGR估34% ROE自2024年逾20%估明後2年升至30-40%；6月營收10.12億月增38.9%年增87.06%連2月新高 Q2 23.54億季增66.82%創高；併入萬潤個股摘要；來源chinatimes 20260727001923
2026-07-27,瑞銀(UBS),外資,萬潤(6187),半導體-設備(先進封裝/CPO),買進(首次評等),1550,澄清7/27已收錄之「歐系外資1550」實為瑞銀首評；CoWoS擴產延續+封測廠布局CPO 即將出貨矽品等大廠 明年EPS挑戰20元以上；7/27漲停1035元；自選股；已做個股摘要；來源ftnn 564635
2026-07-28,本土大咖投顧(未具名),內資,華碩(2357),PC/NB品牌,買進,1200,2027EPS 81.8元×15倍PE；Server營收2026/27估年增119%/18% RTX Spark 2027貢獻營收700億占6.5%；已做個股摘要(彙整4檔)；來源ftnn 564791
2026-07-28,本土大咖投顧(未具名),內資,技嘉(2376),主機板/AI伺服器,買進,440,同一份報告4檔全買進；RTX Spark明年估貢獻營收/獲利3%/4%；併入華碩摘要檔；來源ftnn 564791
2026-07-28,本土大咖投顧(未具名),內資,微星(2377),主機板/PC,買進,160,PC漲價潮+RTX Spark 明年估貢獻營收/獲利7%/9%；併入華碩摘要檔；來源ftnn 564791
2026-07-28,本土大咖投顧(未具名),內資,華擎(3515),主機板/AI伺服器,買進,310,CSP 2026資本支出年增預估由64%上修至85.9%；併入華碩摘要檔；來源ftnn 564791
2026-07-28,法人(未具名),內資,台達電(2308),電源/電力電子,買進(維持),2565,前值未揭露；800VDC僅導入時程遞延2027小量生產後逐季放量 長期趨勢不變；Q2營收1832.56億季增15%年增47.7%創高 H1 3426.09億年增41%；與7/23美系外資2280元分歧；已做個股摘要；來源ftnn 564785
2026-07-28,法人(未具名),內資,光寶科(2301),電源/電力電子,買進(維持),280,前值未揭露；高階伺服器電源+BBU+CDU液冷+Power Rack；Q2營收527.04億季增21.4%年增30.4% H1 961.12億年增25.08%；併入台達電摘要檔；來源ftnn 564785
2026-07-27,本土老牌投顧(未具名),內資,亞翔(6139),廠務工程-無塵室/機電,買進,1100,H1營收459.6億年增69.5%達去年全年59%；新增訂單3037億年增164% 在手訂單4400億年增76%；2026/27營收1076/1868億 EPS 51.89/101.15元 毛利率18.9%/19.2%；半導體占82%東協占64%；已做個股摘要；來源ftnn 564782
2026-07-27,券商2家(未具名),內資,亞翔(6139),廠務工程-無塵室/機電,看多,1280~1500,CMoney彙整同日2家券商 目標價區間1280~1500元 2026營收估1077.06~1148.89億 EPS 47.92~55.85元；與本土老牌投顧1100元分歧 併入亞翔摘要檔；來源cmoney nid1241265
2026-07-27,本土老牌投顧(未具名),內資,欣銓(3264),半導體-IC測試,買進(維持),270,前值未揭露；龍潭新廠7月投產 Q3營收估雙位數季增；AI ASIC高階測試占比提升+低毛利產品漲價；首度完整揭露全智科(測試)+瑞峰(封裝)光通訊布局 矽光子/CPO一站式；2026/27EPS 9.71/13.39元；已做個股摘要；來源ftnn 564704
2026-07-27,本土大型投顧(未具名),內資,穩懋(3105),半導體-化合物半導體/砷化鎵,買進(維持),461,Q2營收52.57億季增15%年增19% 毛利率28.2%季增1.9pp 單季EPS2.3元優預期；Q3營收估季增低雙位數毛利率上看3成；光通訊占比高個位數明年挑戰雙位數 美系客戶PD產品Q3放量能見度2-3年；2026/27EPS 8.78/10.98元；與同日日系外資449/美系300/美系142元分歧逾3倍；已做個股摘要；來源ftnn 564687
2026-07-27,法人(未具名),內資,南亞(1303),塑化/電子材料(玻纖布CCL),未明列評等,260,玻纖布CCL供不應求+轉投資南亞科南電強力貢獻；2026EPS估11.43元；7/27三大法人買超1.6萬張27.6億元 連2日累計1.9萬張34.45億元；評等與前值未揭露待確認；已做個股摘要；來源ftnn 564750
2026-07-27,Factset彙整(9位分析師),外資,川湖(2059),機械-伺服器機構件(滑軌),共識(未列評等),9000,2026EPS中位數自180.67元上修至239.41元(+32%) 最高258.16最低236.01；2027/28估220.12/225.12元(2027低於2026 序列反常待確認)；已做個股摘要；來源cnyes 6546786
2026-07-27,Factset彙整(15位分析師),外資,台燿(6274),電子材料-銅箔基板(CCL),共識(未列評等),1975,2026EPS中位數自33.1元小幅上修至33.64元 最高38.75最低22.93離散度大；2027/28估63.46/114.47元；AI伺服器/HPC高階CCL需求；已做個股摘要；來源cnyes 6547025
2026-07-27,第一金證券,內資,長榮航(2618),航空運輸,看多,48,2026EPS估4.67元 對應約10.3倍PE；原文載2026營收262.562億與公司規模不符 疑誤植待確認；7/27三大法人買超2.1萬張居第5名；已做個股摘要；來源cmoney nid1241267
2026-07-28,高盛,外資,旺矽(6223),半導體-測試介面(探針卡),買進(維持),8000,前值8800(-9%)；報告7/27出具；CPO 2027/28營收占比由15-20%與20-25%砍至7-9%與10-13% 2028EPS下修9%至224.8元；2026/27EPS 67.6/149.5元上調7%/1%；Q3營收估季增14%毛利率回升59.5%；已做個股摘要；來源wantrich 20260728900160
